carrera,materia,comision,dia,hora_inicio,hora_fin,tipo,aula,docente
IC,Sistemas de Representación I,Com 2,Miércoles,19:00,21:00,Práctica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Reynoso Ariel
IC,Sistemas de Representación I,Com 3,Martes,19:00,21:00,Teórica,Aula 20 - Dibujo - Pab. Reforma del 18,
IC,Sistemas de Representación I,Com 3,Jueves,19:00,21:00,Práctica,Aula 20 - Dibujo - Pab. Reforma del 18,
IC,Sistemas de Representación I,Com 4,Lunes,15:00,17:00,Teórica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Zerda Martha
IC,Sistemas de Representación I,Com 4,Miércoles,15:00,17:00,Práctica,Aula 20 - Dibujo - Pab. Reforma del 18,
IC,Informática General,Com 1,Jueves,10:00,12:00,Teórica,Aula 16 - Pab. Reforma del 18,Prof. Unzaga
IC,Informática General,Com 1,Viernes,10:00,13:00,Práctica,Aula 22 - Pab. Reforma del 18,Prof. Carlos Galván
IC,Informática General,Com 2,Jueves,13:00,15:00,Teórica,Aula 22 - Pab. Reforma del 18,Prof. Carmen Silva
IC,Informática General,Com 2,Lunes,14:00,17:00,Práctica,Aula 16 - Pab. Reforma del 18,Ing. Montalvetti Mario
IC,Informática General,Com 3,Martes,12:00,14:00,Teórica,Aula 16 - Pab. Reforma del 18,Prof. Mabel Sosa
IC,Informática General,Com 3,Miércoles,14:00,17:00,Práctica,Aula 16 - Pab. Reforma del 18,Ing. Montalvetti Mario
IC,Ingeniería y Sociedad,Única,Lunes,12:00,14:00,Teórico-Práctica,Aula 16 - Pab. Reforma del 18,Ing. Héctor Paz / Ing. Teresita Pilán / Ing. Marcia Rizo Patrón / Ing. Jimena Trejo
II,Álgebra y Geometría Analítica,Com 1,Lunes,17:00,19:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Ing. Ariel Gerez
II,Álgebra y Geometría Analítica,Com 1,Miércoles,17:00,19:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Ing. Cristian Romano
II,Álgebra y Geometría Analítica,Com 2,Lunes,8:00,10:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Viviana Ledda
II,Álgebra y Geometría Analítica,Com 2,Viernes,8:00,10:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Cristian Benites
II,Álgebra y Geometría Analítica,Com 3,Miércoles,19:00,21:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Bettiana Rafael
II,Álgebra y Geometría Analítica,Com 3,Viernes,16:00,18:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Bettiana Rafael
II,Álgebra y Geometría Analítica,Com 4,Lunes,10:00,12:00,Teórico/Práctica,Aula 26 - Pab. Reforma del 18,Prof. Cristina Basualdo
II,Álgebra y Geometría Analítica,Com 4,Jueves,8:00,10:00,Teórico/Práctica,Aula 26 - Pab. Reforma del 18,Prof. Cristina Basualdo
II,Análisis Matemático I,Com 1,Miércoles,8:00,10:00,Teórica,Aula 16 - Pab. Reforma del 18,Prof. Lidia de Pablo
II,Análisis Matemático I,Com 1,Martes,8:00,11:00,Práctica,Aula 22 - Pab. Reforma del 18,Prof. D. Coria
II,Análisis Matemático I,Com 2,Martes,15:00,17:00,Teórica,Aula 23 - Pab. Reforma del 18,Ing. P. Saracho
II,Análisis Matemático I,Com 2,Jueves,15:00,18:00,Práctica,Aula 22 - Pab. Reforma del 18,Prof. Viviana Yanucci
II,Análisis Matemático I,Com 3,Lunes,10:00,12:00,Teórica,Aula 16 - Pab. Reforma del 18,Ing. Ariel Gerez
II,Análisis Matemático I,Com 3,Miércoles,10:00,13:00,Práctica,Aula 16 - Pab. Reforma del 18,Prof. A. Torres
II,Sistemas de Representación I,Com 1,Lunes,10:00,12:00,Teórica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Allal Tomas
II,Sistemas de Representación I,Com 1,Miércoles,10:00,12:00,Práctica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Guzman Jose M.
II,Sistemas de Representación I,Com 2,Lunes,19:00,21:00,Teórica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Perez Molina Raul
II,Sistemas de Representación I,Com 2,Miércoles,19:00,21:00,Práctica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Reynoso Ariel
II,Informática General,Com 1,Jueves,10:00,12:00,Teórica,Aula 16 - Pab. Reforma del 18,Prof. Unzaga
II,Informática General,Com 1,Viernes,10:00,13:00,Práctica,Aula 22 - Pab. Reforma del 18,Prof. Carlos Galván
II,Informática General,Com 2,Jueves,13:00,15:00,Teórica,Aula 22 - Pab. Reforma del 18,Prof. Carmen Silva
II,Informática General,Com 2,Lunes,14:00,17:00,Práctica,Aula 16 - Pab. Reforma del 18,Ing. Montalvetti Mario
II,Informática General,Com 3,Martes,12:00,14:00,Teórica,Aula 16 - Pab. Reforma del 18,Prof. Mabel Sosa
II,Informática General,Com 3,Miércoles,14:00,17:00,Práctica,Aula 16 - Pab. Reforma del 18,Ing. Montalvetti Mario
IV,Álgebra y Geometría Analítica,Com 1,Lunes,17:00,19:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Ing. Ariel Gerez
IV,Álgebra y Geometría Analítica,Com 1,Miércoles,17:00,19:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Ing. Cristian Romano
IV,Álgebra y Geometría Analítica,Com 2,Lunes,8:00,10:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Viviana Ledda
IV,Álgebra y Geometría Analítica,Com 2,Viernes,8:00,10:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Cristian Benites
IV,Álgebra y Geometría Analítica,Com 3,Miércoles,19:00,21:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Bettiana Rafael
IV,Álgebra y Geometría Analítica,Com 3,Viernes,16:00,18:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Bettiana Rafael
IV,Álgebra y Geometría Analítica,Com 4,Lunes,10:00,12:00,Teórico/Práctica,Aula 26 - Pab. Reforma del 18,Prof. Cristina Basualdo
IV,Álgebra y Geometría Analítica,Com 4,Jueves,8:00,10:00,Teórico/Práctica,Aula 26 - Pab. Reforma del 18,Prof. Cristina Basualdo
IV,Análisis Matemático I,Com 1,Miércoles,8:00,10:00,Teórica,Aula 16 - Pab. Reforma del 18,Prof. Lidia de Pablo
IV,Análisis Matemático I,Com 1,Martes,8:00,11:00,Práctica,Aula 22 - Pab. Reforma del 18,Prof. D. Coria
IV,Análisis Matemático I,Com 2,Martes,15:00,17:00,Teórica,Aula 23 - Pab. Reforma del 18,Ing. P. Saracho
IV,Análisis Matemático I,Com 2,Jueves,15:00,18:00,Práctica,Aula 22 - Pab. Reforma del 18,Prof. Viviana Yanucci
IV,Análisis Matemático I,Com 3,Lunes,10:00,12:00,Teórica,Aula 16 - Pab. Reforma del 18,Ing. Ariel Gerez
IV,Análisis Matemático I,Com 3,Miércoles,10:00,13:00,Práctica,Aula 16 - Pab. Reforma del 18,Prof. A. Torres
IV,Sistemas de Representación I,Com 1,Lunes,10:00,12:00,Teórica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Allal Tomas
IV,Sistemas de Representación I,Com 1,Miércoles,10:00,12:00,Práctica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Guzman Jose M.
IV,Sistemas de Representación I,Com 2,Lunes,19:00,21:00,Teórica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Perez Molina Raul
IV,Sistemas de Representación I,Com 2,Miércoles,19:00,21:00,Práctica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Reynoso Ariel
IV,Informática General,Com 1,Jueves,10:00,12:00,Teórica,Aula 16 - Pab. Reforma del 18,Prof. Unzaga
IV,Informática General,Com 1,Viernes,10:00,13:00,Práctica,Aula 22 - Pab. Reforma del 18,Prof. Carlos Galván
IV,Informática General,Com 2,Jueves,13:00,15:00,Teórica,Aula 22 - Pab. Reforma del 18,Prof. Carmen Silva
IV,Informática General,Com 2,Lunes,14:00,17:00,Práctica,Aula 16 - Pab. Reforma del 18,Ing. Montalvetti Mario
IV,Informática General,Com 3,Martes,12:00,14:00,Teórica,Aula 16 - Pab. Reforma del 18,Prof. Mabel Sosa
IV,Informática General,Com 3,Miércoles,14:00,17:00,Práctica,Aula 16 - Pab. Reforma del 18,Ing. Montalvetti Mario
IH,Álgebra y Geometría Analítica,Com 1,Lunes,17:00,19:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Ing. Ariel Gerez
IH,Álgebra y Geometría Analítica,Com 1,Miércoles,17:00,19:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Ing. Cristian Romano
IH,Álgebra y Geometría Analítica,Com 2,Lunes,8:00,10:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Viviana Ledda
IH,Álgebra y Geometría Analítica,Com 2,Viernes,8:00,10:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Cristian Benites
IH,Álgebra y Geometría Analítica,Com 3,Miércoles,19:00,21:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Bettiana Rafael
IH,Álgebra y Geometría Analítica,Com 3,Viernes,16:00,18:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Bettiana Rafael
IH,Álgebra y Geometría Analítica,Com 4,Lunes,10:00,12:00,Teórico/Práctica,Aula 26 - Pab. Reforma del 18,Prof. Cristina Basualdo
IH,Álgebra y Geometría Analítica,Com 4,Jueves,8:00,10:00,Teórico/Práctica,Aula 26 - Pab. Reforma del 18,Prof. Cristina Basualdo
IH,Análisis Matemático I,Com 1,Miércoles,8:00,10:00,Teórica,Aula 16 - Pab. Reforma del 18,Prof. Lidia de Pablo
IH,Análisis Matemático I,Com 1,Martes,8:00,11:00,Práctica,Aula 22 - Pab. Reforma del 18,Prof. D. Coria
IH,Análisis Matemático I,Com 2,Martes,15:00,17:00,Teórica,Aula 23 - Pab. Reforma del 18,Ing. P. Saracho
IH,Análisis Matemático I,Com 2,Jueves,15:00,18:00,Práctica,Aula 22 - Pab. Reforma del 18,Prof. Viviana Yanucci
IH,Análisis Matemático I,Com 3,Lunes,10:00,12:00,Teórica,Aula 16 - Pab. Reforma del 18,Ing. Ariel Gerez
IH,Análisis Matemático I,Com 3,Miércoles,10:00,13:00,Práctica,Aula 16 - Pab. Reforma del 18,Prof. A. Torres
IH,Sistemas de Representación I,Com 1,Lunes,10:00,12:00,Teórica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Allal Tomas
IH,Sistemas de Representación I,Com 1,Miércoles,10:00,12:00,Práctica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Guzman Jose M.
IH,Sistemas de Representación I,Com 2,Lunes,19:00,21:00,Teórica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Perez Molina Raul
IH,Sistemas de Representación I,Com 2,Miércoles,19:00,21:00,Práctica,Aula 20 - Dibujo - Pab. Reforma del 18,Ing. Reynoso Ariel
IH,Informática General,Com 1,Jueves,10:00,12:00,Teórica,Aula 16 - Pab. Reforma del 18,Prof. Unzaga
IH,Informática General,Com 1,Viernes,10:00,13:00,Práctica,Aula 22 - Pab. Reforma del 18,Prof. Carlos Galván
IH,Informática General,Com 2,Jueves,13:00,15:00,Teórica,Aula 22 - Pab. Reforma del 18,Prof. Carmen Silva
IH,Informática General,Com 2,Lunes,14:00,17:00,Práctica,Aula 16 - Pab. Reforma del 18,Ing. Montalvetti Mario
IH,Informática General,Com 3,Martes,12:00,14:00,Teórica,Aula 16 - Pab. Reforma del 18,Prof. Mabel Sosa
IH,Informática General,Com 3,Miércoles,14:00,17:00,Práctica,Aula 16 - Pab. Reforma del 18,Ing. Montalvetti Mario
IE1,Álgebra y Geometría Analítica,Com 1,Lunes,17:00,19:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Ing. Ariel Gerez
IE1,Álgebra y Geometría Analítica,Com 1,Miércoles,17:00,19:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Ing. Cristian Romano
IE1,Álgebra y Geometría Analítica,Com 2,Lunes,8:00,10:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Viviana Ledda
IE1,Álgebra y Geometría Analítica,Com 2,Viernes,8:00,10:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Cristian Benites
IE1,Álgebra y Geometría Analítica,Com 3,Miércoles,19:00,21:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Bettiana Rafael
IE1,Álgebra y Geometría Analítica,Com 3,Viernes,16:00,18:00,Teórico/Práctica,Aula 16 - Pab. Reforma del 18,Lic. Bettiana Rafael
IE1,Álgebra y Geometría Analítica,Com 4,Lunes,10:00,12:00,Teórico/Práctica,Aula 26 - Pab. Reforma del 18,Prof. Cristina Basualdo
IE1,Álgebra y Geometría Analítica,Com 4,Jueves,8:00,10:00,Teórico/Práctica,Aula 26 - Pab. Reforma del 18,Prof. Cristina Basualdo
